25.614068	4096	4096	4096	4	2	0.116126	25.614068
25.047305	4096	4096	4096	9	2	0.143738	25.047305
22.886820	4096	4096	4096	16	2	0.116249	22.886820
20.675808	4096	4096	4096	25	2	0.136482	20.675809
23.380509	4096	4096	4096	36	2	0.322425	23.380510
16.918935	4096	4096	4096	49	2	0.202708	16.918936
17.615599	4096	4096	4096	64	2	0.224619	17.615600
14.048427	4096	4096	4096	81	2	0.091577	14.048428
10.460093	4096	4096	4096	100	2	0.074971	10.460094
9.823304	4096	4096	4096	121	2	0.068947	9.823304
9.217414	4096	4096	4096	144	2	0.066817	9.217415
8.979313	4096	4096	4096	169	2	0.064505	8.979313
9.172576	4096	4096	4096	196	2	0.066675	9.172577
9.981241	4096	4096	4096	225	2	0.067647	9.981241
10.363914	4096	4096	4096	256	2	0.068223	10.363916
12.161342	4096	4096	4096	289	2	0.070619	12.161343
12.664742	4096	4096	4096	324	2	0.073762	12.664742
