5.284002	4096	4096	4096	4	4	0.097054	9.873221
4.378823	4096	4096	4096	9	4	0.117229	14.266781
5.287016	4096	4096	4096	16	4	0.088953	14.598106
3.345802	4096	4096	4096	25	4	0.119272	12.769971
4.747662	4096	4096	4096	36	4	0.164222	19.567908
4.572550	4096	4096	4096	49	4	0.084057	17.813968
5.777140	4096	4096	4096	64	4	0.080108	23.179927
6.947987	4096	4096	4096	81	4	0.097378	24.971158
5.085770	4096	4096	4096	100	4	0.067184	27.659610
6.996537	4096	4096	4096	121	4	0.069185	34.769740
6.934640	4096	4096	4096	144	4	0.070770	33.809520
8.076567	4096	4096	4096	169	4	0.070330	40.307158
8.480602	4096	4096	4096	196	4	0.080506	44.108466
10.131580	4096	4096	4096	225	4	0.079462	50.220756
11.236425	4096	4096	4096	256	4	0.086857	54.613838
12.885974	4096	4096	4096	289	4	0.082238	62.460983
15.318518	4096	4096	4096	324	4	0.088028	67.932543
