6.790582	2048	2048	2048	1	1	0.000000	7.544407
5.008177	2048	2048	2048	1	2	0.000000	5.751508
3.735510	2048	2048	2048	1	3	0.000000	4.459430
2.776390	2048	2048	2048	1	4	0.000000	3.516970
2.554589	2048	2048	2048	1	5	0.000000	3.278283
2.014683	2048	2048	2048	1	6	0.000000	2.768455
2.219952	2048	2048	2048	1	7	0.000000	2.941133
1.698656	2048	2048	2048	1	8	0.000000	2.434269
1.915711	2048	2048	2048	1	9	0.000000	2.639936
1.558138	2048	2048	2048	1	10	0.000000	2.297898
1.728785	2048	2048	2048	1	11	0.000000	2.504119
1.568869	2048	2048	2048	1	12	0.000000	2.288518
1.408667	2048	2048	2048	1	13	0.000000	2.180579
1.306574	2048	2048	2048	1	14	0.000000	2.044097
1.235581	2048	2048	2048	1	15	0.000000	1.978035
1.115867	2048	2048	2048	1	16	0.000000	1.855214
1.084566	2048	2048	2048	1	17	0.000000	1.819771
1.100782	2048	2048	2048	1	18	0.000000	1.897252
0.895824	2048	2048	2048	1	19	0.000000	1.619412
1.031613	2048	2048	2048	1	20	0.000000	1.771472
1.010477	2048	2048	2048	1	21	0.000000	1.730636
0.747124	2048	2048	2048	1	22	0.000000	1.502956
0.867107	2048	2048	2048	1	23	0.000000	1.605283
0.754086	2048	2048	2048	1	24	0.000000	1.483647
0.893282	2048	2048	2048	1	25	0.000000	1.635117
1.016649	2048	2048	2048	1	26	0.000000	1.737300
1.100260	2048	2048	2048	1	27	0.000000	1.826667
1.036036	2048	2048	2048	1	28	0.000000	1.765683
1.058301	2048	2048	2048	1	29	0.000000	1.798940
1.045475	2048	2048	2048	1	30	0.000000	1.801577
1.181567	2048	2048	2048	1	31	0.000000	1.927176
1.065874	2048	2048	2048	1	32	0.000000	1.807883
1.065004	2048	2048	2048	1	33	0.000000	1.803384
1.085681	2048	2048	2048	1	34	0.000000	1.805781
1.116755	2048	2048	2048	1	35	0.000000	1.838116
1.188428	2048	2048	2048	1	36	0.000000	1.929099
1.121838	2048	2048	2048	1	37	0.000000	1.879634
1.152667	2048	2048	2048	1	38	0.000000	1.878500
1.116386	2048	2048	2048	1	39	0.000000	1.839838
1.144739	2048	2048	2048	1	40	0.000000	1.884239
1.144251	2048	2048	2048	1	41	0.000000	1.900369
1.233158	2048	2048	2048	1	42	0.000000	1.991497
1.169463	2048	2048	2048	1	43	0.000000	1.890461
1.106573	2048	2048	2048	1	44	0.000000	1.847885
1.060812	2048	2048	2048	1	45	0.000000	1.793948
1.225069	2048	2048	2048	1	46	0.000000	1.945268
1.093001	2048	2048	2048	1	47	0.000000	1.941133
1.131820	2048	2048	2048	1	48	0.000000	1.853731
1.244946	2048	2048	2048	1	49	0.000000	1.985609
1.222970	2048	2048	2048	1	50	0.000000	1.939209
1.188938	2048	2048	2048	1	51	0.000000	1.943814
1.153780	2048	2048	2048	1	52	0.000000	1.872648
1.281894	2048	2048	2048	1	53	0.000000	2.023230
