4.519772	4096	4096	4096	4	1
2.358929	4096	4096	4096	9	1
2.227231	4096	4096	4096	16	1
2.064404	4096	4096	4096	25	1
3.346295	4096	4096	4096	36	1
2.877070	4096	4096	4096	49	1
4.232130	4096	4096	4096	64	1
4.681015	4096	4096	4096	81	1
4.494771	4096	4096	4096	100	1
5.427043	4096	4096	4096	121	1
5.790172	4096	4096	4096	144	1
5.584478	4096	4096	4096	169	1
6.288793	4096	4096	4096	196	1
6.615121	4096	4096	4096	225	1
8.209403	4096	4096	4096	256	1
6.465796	4096	4096	4096	289	1
7.912810	4096	4096	4096	324	1
