3.039934	4096	4096	4096	4	12
3.720932	4096	4096	4096	9	12
3.232792	4096	4096	4096	16	12
3.561373	4096	4096	4096	25	12
3.020163	4096	4096	4096	36	12
6.382527	4096	4096	4096	49	12
6.126241	4096	4096	4096	64	12
7.179284	4096	4096	4096	81	12
7.565590	4096	4096	4096	100	12
10.428847	4096	4096	4096	121	12
10.132528	4096	4096	4096	144	12
13.758387	4096	4096	4096	169	12
15.926562	4096	4096	4096	196	12
17.999222	4096	4096	4096	225	12
20.495721	4096	4096	4096	256	12
23.124313	4096	4096	4096	289	12
27.327925	4096	4096	4096	324	12
