12.685723	4096	4096	4096	4	2
10.444165	4096	4096	4096	9	2
16.960371	4096	4096	4096	16	2
15.393833	4096	4096	4096	25	2
10.969902	4096	4096	4096	36	2
16.002067	4096	4096	4096	49	2
11.685415	4096	4096	4096	64	2
7.961679	4096	4096	4096	81	2
7.634703	4096	4096	4096	100	2
8.389083	4096	4096	4096	121	2
7.349465	4096	4096	4096	144	2
7.852782	4096	4096	4096	169	2
7.769138	4096	4096	4096	196	2
7.434190	4096	4096	4096	225	2
8.577386	4096	4096	4096	256	2
7.886050	4096	4096	4096	289	2
8.458195	4096	4096	4096	324	2
