19.213404	4096	4096	4096	4	1
20.319701	4096	4096	4096	9	1
16.856411	4096	4096	4096	16	1
15.310217	4096	4096	4096	25	1
11.076050	4096	4096	4096	36	1
15.510144	4096	4096	4096	49	1
11.743643	4096	4096	4096	64	1
8.530749	4096	4096	4096	81	1
10.398694	4096	4096	4096	100	1
9.021394	4096	4096	4096	121	1
8.872385	4096	4096	4096	144	1
8.001090	4096	4096	4096	169	1
7.438459	4096	4096	4096	196	1
5.901604	4096	4096	4096	225	1
6.581610	4096	4096	4096	256	1
7.060441	4096	4096	4096	289	1
7.768843	4096	4096	4096	324	1
9.890680	4096	4096	4096	400	1
10.063242	4096	4096	4096	441	1
