8.608302	4096	4096	4096	4	4
16.621808	4096	4096	4096	9	4
16.736190	4096	4096	4096	16	4
15.204993	4096	4096	4096	25	4
11.409025	4096	4096	4096	36	4
15.768574	4096	4096	4096	49	4
12.522912	4096	4096	4096	64	4
8.509150	4096	4096	4096	81	4
7.175801	4096	4096	4096	100	4
9.019416	4096	4096	4096	121	4
7.659463	4096	4096	4096	144	4
9.213175	4096	4096	4096	169	4
8.726732	4096	4096	4096	196	4
8.138223	4096	4096	4096	225	4
9.481028	4096	4096	4096	256	4
9.034079	4096	4096	4096	289	4
10.090825	4096	4096	4096	324	4
